taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Justicia spicigera,ITIS:507036,species,ITIS:507036,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Acanthaceae,Justicia,spicigera,,mohintli
Muhlenbergia rigens,ITIS:503883,species,ITIS:503883,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Muhlenbergia,rigens,,deergrass
Nolina,ITIS:42983,genus,ITIS:42983,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,beargrass
Melilotus,ITIS:26148,genus,ITIS:26148,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,sweetclover
Caesalpinia mexicana,ITIS:26507,species,ITIS:184639,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Poincianella,mexicana,,Mexican poinciana
Eremophila maculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa banksiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liliaceae,ITIS:42633,family,ITIS:42633,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,NA
Vulpia,ITIS:42260,genus,ITIS:42260,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,fescue
Muhlenbergia,ITIS:41883,genus,ITIS:41883,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,muhly
Buxus sempervirens,ITIS:501097,species,ITIS:501097,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Buxales,Buxaceae,Buxus,sempervirens,,common box
Lavandula,ITIS:500370,genus,ITIS:500370,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,lavender
Salvia farinacea,ITIS:32713,species,ITIS:32713,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Salvia,farinacea,,mealycup sage
Catharanthus roseus,ITIS:30168,species,ITIS:30168,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,roseus,,Madagascar periwinkle
Ilex vomitoria,ITIS:27986,species,ITIS:27986,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,vomitoria,,yaupon
Sphaeralcea ambigua,ITIS:21910,species,ITIS:21910,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,ambigua,,desert globemallow
Senna phyllodinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larrea tridentata,ITIS:29051,species,ITIS:29051,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Zygophyllales,Zygophyllaceae,Larrea,tridentata,,creosotebush
Fouquieria splendens,ITIS:502645,species,ITIS:502645,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Ericales,Fouquieriaceae,Fouquieria,splendens,,ocotillo
Encelia farinosa,ITIS:37308,species,ITIS:37308,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Encelia,farinosa,,brittlebush
Carpobrotus edulis,ITIS:19934,species,ITIS:19934,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus,edulis,,Hottentot fig
Aptenia cordifolia,ITIS:19936,species,ITIS:19936,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Aizoaceae,Aptenia,cordifolia,,heartleaf iceplant
Malephora lutea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glandularia pulchella,ITIS:502791,species,ITIS:502791,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Verbenaceae,Glandularia,pulchella,,South American mock vervain
Plumbago scandens,ITIS:21339,species,ITIS:21340,synonym,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,zeylanica,,wild leadwort
Ambrosia deltoidea,ITIS:36505,species,ITIS:36505,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,deltoidea,,triangle bursage
Pachycereus,ITIS:500460,genus,ITIS:500460,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,NA
Calliandra californica,ITIS:819773,species,ITIS:819773,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Calliandra,californica,,zapotillo
Gardenia jasminoides,ITIS:35163,species,ITIS:35163,accepted,2012-02-27,Plantae,NA,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,jasminoides,,Cape jasmine
Yucca gloriosa,ITIS:43143,species,ITIS:43143,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Yucca,gloriosa,,moundlily yucca
Bignoniaceae,ITIS:34305,family,ITIS:34305,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,bignonias
Agave americana,ITIS:182660,species,ITIS:182660,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Agave,americana,,American century plant
Echinocactus grusonii,ITIS:908051,species,ITIS:908051,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Echinocactus,grusonii,,NA
Cuphea,ITIS:27094,genus,ITIS:27094,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,waxweed
Cereus,ITIS:19877,genus,ITIS:19877,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,sweetpotato cactus
Cereus,ITIS:204189,genus,ITIS:204189,accepted,2002-07-03,NA,NA,NA,NA,NA,NA,,,NA
Hyacinthus,ITIS:500338,genus,ITIS:500338,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,hyacinth
Euphorbia,ITIS:28032,genus,ITIS:28032,accepted,2017-04-25,NA,NA,NA,NA,NA,NA,,,spurge
Echinocereus,ITIS:19803,genus,ITIS:19803,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,hedgehog cactus
Opuntia santa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camellia,ITIS:500689,genus,ITIS:500689,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,tea
Ferocactus cylindraceus,ITIS:502593,species,ITIS:502593,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,cylindraceus,,California barrel cactus
Pachycereus marginatus,ITIS:907619,species,ITIS:907619,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,marginatus,,NA
Agave victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia,ITIS:32680,genus,ITIS:32680,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,sage
Yucca,ITIS:43116,genus,ITIS:43116,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,yucca
Jasminum,ITIS:32964,genus,ITIS:32964,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,jasmine
Phlox,ITIS:30897,genus,ITIS:30897,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,phlox
Vinca,ITIS:30235,genus,ITIS:30235,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,periwinkle
Allium,ITIS:42634,genus,ITIS:42634,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,wild onion
Dalea greggi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucophyllum pruinosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum lycopersicum,ITIS:521671,species,ITIS:521671,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Solanum,lycopersicum,,garden tomato
Opuntia basilaris,ITIS:19693,species,ITIS:19693,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,basilaris,,beavertail pricklypear
Aloe variegata,ITIS:950800,species,ITIS:950922,synonym,2014-10-27,Plantae,NA,Magnoliopsida,Asparagales,Xanthorrhoeaceae,Gonialoe,variegata,,tiger aloe
Vitis vinifera,ITIS:28629,species,ITIS:28629,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Vitales,Vitaceae,Vitis,vinifera,,wine grape
Ferocactus,ITIS:19795,genus,ITIS:19795,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,barrel cactus
Strelitzia reginae,ITIS:897449,species,ITIS:897449,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Zingiberales,Strelitziaceae,Strelitzia,reginae,,bird of paradise
Yucca recurvifolia,ITIS:43148,species,ITIS:810343,synonym,2011-02-24,NA,NA,NA,NA,NA,NA,,,curve leaf yucca
Stephanomeria pauciflora,ITIS:38451,species,ITIS:38451,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Stephanomeria,pauciflora,,wire lettuce
Cactaceae,ITIS:19685,family,ITIS:19685,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,cacti
Atriplex canescens,ITIS:20518,species,ITIS:20518,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,canescens,,fourwing saltbush
Leucophyllum laevigatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baileya multiradiata,ITIS:36799,species,ITIS:36799,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Baileya,multiradiata,,desert marigold
Pyracantha koidzumii,ITIS:504690,species,ITIS:504690,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Pyracantha,koidzumii,,Formosa firethorn
Atriplex,ITIS:20505,genus,ITIS:20505,accepted,2014-06-26,NA,NA,NA,NA,NA,NA,,,saltbush
Coriandrum sativum,ITIS:29622,species,ITIS:29622,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Coriandrum,sativum,,coriander
Petroselinum crispum,ITIS:822347,species,ITIS:822347,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Petroselinum,crispum,,parsley
Ocimum basilicum,ITIS:32627,species,ITIS:32627,accepted,2011-09-26,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,basilicum,,sweet basil
Salvia leucantha,ITIS:832889,species,ITIS:832889,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Salvia,leucantha,,Mexican bush sage
Echinopsis,ITIS:907015,genus,ITIS:907015,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,NA
Ferocactus wislizeni,ITIS:502595,species,ITIS:502595,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,wislizeni,,fishhook barrel cactus
Fouquieria columnaris,ITIS:897302,species,ITIS:897302,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Ericales,Fouquieriaceae,Fouquieria,columnaris,,boojumtree
Lophocereus schottii,ITIS:516112,species,ITIS:504089,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,schottii,,senita cactus
Copiapoa cinerea,ITIS:907681,species,ITIS:907681,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Copiapoa,cinerea,,NA
Peniocereus greggii,ITIS:504196,species,ITIS:504196,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Peniocereus,greggii,,nightblooming cereus
Stenocereus,ITIS:500568,genus,ITIS:500568,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,NA
Pachycereus pringlei,ITIS:907436,species,ITIS:907436,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,pringlei,,NA
Echinocereus pectinatus,ITIS:19812,species,ITIS:19812,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,pectinatus,,rainbow cactus
Pachycereus pecten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbesina encelioides,ITIS:38601,species,ITIS:38601,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Verbesina,encelioides,,golden crownbeard
Cyperus alternifolius,ITIS:39904,species,ITIS:501929,synonym,2011-02-04,Plantae,NA,Magnoliopsida,Poales,Cyperaceae,Cyperus,involucratus,,umbrella plant
Evolvulus glomeratus,ITIS:565182,species,ITIS:565182,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,glomeratus,,Brazilian dwarf morning glory
Gardenia,ITIS:35159,genus,ITIS:35159,accepted,2012-02-27,NA,NA,NA,NA,NA,NA,,,NA
Ficus elastica,ITIS:19085,species,ITIS:19085,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,elastica,,Indian rubberplant
Strelitzia nicholai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,ITIS:35420,family,ITIS:35420,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,sunflowers
Echinocereus engelmannii,ITIS:19806,species,ITIS:19806,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,engelmannii,,strawberry cactus
Bismarckia nobilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agave vilmoriniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaucarnea recurvata,ITIS:810168,species,ITIS:810168,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Beaucarnea,recurvata,,bottle palm
Cycas circinalis,ITIS:183259,species,ITIS:183259,accepted,2013-01-29,Plantae,NA,Cycadopsida,Cycadales,Cycadaceae,Cycas,circinalis,,queen sago
Agave desmettiana,ITIS:182670,species,ITIS:182670,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Agave,desmettiana,,dwarf century plant
Leucophyllum candidum,ITIS:33628,species,ITIS:33628,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Scrophulariaceae,Leucophyllum,candidum,,Brewster County barometerbush
Agave schidigera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yucca aloifolia,ITIS:505784,species,ITIS:505784,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Yucca,aloifolia,,aloe yucca
Agave ferdinandi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolina nelsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brahea edulis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristida purpurea,ITIS:41429,species,ITIS:41429,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Aristida,purpurea,,purple 3 awn
Zingiberaceae,ITIS:42392,family,ITIS:42392,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,Ginger Family
Hedera,ITIS:29392,genus,ITIS:29392,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,ivy
Simmondsia chinensis,ITIS:28030,species,ITIS:28030,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Caryophyllales,Simmondsiaceae,Simmondsia,chinensis,,jojoba
Echeveria,ITIS:500256,genus,ITIS:500256,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,NA
Musa,ITIS:42388,genus,ITIS:42388,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,banana
Zinnia elegans,ITIS:38714,species,ITIS:505806,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Zinnia,violacea,,elegant zinnia
Tradescantia fluminensis,ITIS:39161,species,ITIS:39161,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,fluminensis,,white flowered wandering Jew
Rubus fruticosus,ITIS:504851,species,ITIS:837315,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Rubus,plicatus,,NA
Campsis radicans,ITIS:34309,species,ITIS:34309,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Campsis,radicans,,trumpet creeper
Eriogonum deflexum,ITIS:21111,species,ITIS:21111,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,deflexum,,skeletonweed buckwheat
Agave macroacantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justicia californica,ITIS:34353,species,ITIS:34353,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Acanthaceae,Justicia,californica,,beloperone
Antigonon leptopus,ITIS:20994,species,ITIS:20994,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Antigonon,leptopus,,queens wreath
Crassulaceae,ITIS:24097,family,ITIS:24097,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,stonecrops
Vigna caracalla,ITIS:505693,species,ITIS:505693,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Vigna,caracalla,,snailflower
Euphorbia tirucalli,ITIS:502550,species,ITIS:502550,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,tirucalli,,Indiantree spurge
Plumbago auriculata,ITIS:504462,species,ITIS:504462,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,auriculata,,Cape leadwort
Aloysia wrightii,ITIS:32134,species,ITIS:32134,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Verbenaceae,Aloysia,wrightii,,Wrights lippia
Datura,ITIS:30513,genus,ITIS:30513,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,jimsonweed
Tephrocactus articulatus,ITIS:908452,species,ITIS:908452,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Tephrocactus,articulatus,,NA
Cylindropuntia ramosissima,ITIS:907710,species,ITIS:907710,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,ramosissima,,NA
Asclepias subulata,ITIS:30307,species,ITIS:30307,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,subulata,,rush milkweed
Ambrosia ambrosioides,ITIS:36498,species,ITIS:36498,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,ambrosioides,,big bursage
Lycium,ITIS:30531,genus,ITIS:30531,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,wolfberry species
Senna,ITIS:500553,genus,ITIS:500553,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,NA
Senna covesii,ITIS:505149,species,ITIS:505149,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senna,covesii,,Coues cassia
Caesalpinia gilliesii,ITIS:26504,species,ITIS:820816,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Erythrostemon,gilliesii,,NA
Calliandra eriophylla,ITIS:501126,species,ITIS:501126,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Calliandra,eriophylla,,fairyduster
Sarcostemma,ITIS:30402,genus,ITIS:500233,synonym,2012-05-31,NA,NA,NA,NA,NA,NA,,,swallowwort
Lycianthes rantonnetii,ITIS:821234,species,ITIS:821234,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Lycianthes,rantonnetii,,blue potatobush
Eremophila,ITIS:178400,genus,ITIS:178400,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,Horned Larks
Eremophila,ITIS:834082,genus,ITIS:834082,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Ligustrum lucidum,ITIS:503450,species,ITIS:503450,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,lucidum,,glossy privet
Opuntia phaeacantha,ITIS:19724,species,ITIS:19724,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,phaeacantha,,tulip pricklypear
Cylindropuntia bigelovii,ITIS:907696,species,ITIS:907696,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,bigelovii,,NA
Strelitzia nicolai,ITIS:897448,species,ITIS:897448,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Zingiberales,Strelitziaceae,Strelitzia,nicolai,,white bird of paradise tree
Stenocereus marginatus,ITIS:911984,species,ITIS:907619,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,marginatus,,NA
Baccharis,ITIS:35681,genus,ITIS:35681,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,baccharis
Chenopodiaceae,ITIS:20504,family,ITIS:20714,synonym,2012-09-26,NA,NA,NA,NA,NA,NA,,,pigweed
Hemerocallis,ITIS:42942,genus,ITIS:42942,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,daylily
Ericameria laricifolia,ITIS:37326,species,ITIS:37326,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ericameria,laricifolia,,turpentinebush
Ficus pumila,ITIS:502618,species,ITIS:502618,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,pumila,,climbingfig
Hedera helix,ITIS:29393,species,ITIS:29393,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Araliaceae,Hedera,helix,,English ivy
Hardenbergia violacea,ITIS:820378,species,ITIS:820378,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Hardenbergia,violacea,,vine lilac
Helianthus annuus,ITIS:36616,species,ITIS:36616,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Helianthus,annuus,,wild sunflower
Solanaceae,ITIS:30411,family,ITIS:30411,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,nightshades
Aloe vera,ITIS:182653,species,ITIS:182653,accepted,2014-10-27,Plantae,NA,Magnoliopsida,Asparagales,Xanthorrhoeaceae,Aloe,vera,,West Indian aloe
Sanservieria trifasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strelitzia,ITIS:897447,genus,ITIS:897447,accepted,2012-09-26,NA,NA,NA,NA,NA,NA,,,bird of paradise
Zantedeschia aethiopica,ITIS:42555,species,ITIS:42555,accepted,2011-03-22,Plantae,NA,Magnoliopsida,Alismatales,Araceae,Zantedeschia,aethiopica,,calla lily
Lonicera,ITIS:35281,genus,ITIS:35281,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,honeysuckle
Monstera deliciosa,ITIS:503872,species,ITIS:503872,accepted,2011-03-22,Plantae,NA,Magnoliopsida,Alismatales,Araceae,Monstera,deliciosa,,tarovine
Jasminum sambac,ITIS:32970,species,ITIS:32970,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Jasminum,sambac,,Arabian jasmine
Philodendron,ITIS:42572,genus,ITIS:42572,accepted,2011-03-22,NA,NA,NA,NA,NA,NA,,,NA
Murraya paniculata,ITIS:825225,species,ITIS:825225,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Sapindales,Rutaceae,Murraya,paniculata,,NA
Callistemon,ITIS:27173,genus,ITIS:27173,accepted,2011-10-27,NA,NA,NA,NA,NA,NA,,,bottlebrush
Antirrhinum majus,ITIS:33471,species,ITIS:33471,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Antirrhinum,majus,,garden snapdragon
Tradescantia pallida,ITIS:505552,species,ITIS:505552,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,pallida,,purple queen
Chlorophytum comosum,ITIS:810167,species,ITIS:810167,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Chlorophytum,comosum,,spider plant
Euphorbia pulcherrima,ITIS:502548,species,ITIS:502548,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,pulcherrima,,poinsettia
Tecomaria capensis,ITIS:522404,species,ITIS:505435,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,capensis,,Cape honeysuckle
Caesalpinia,ITIS:26499,genus,ITIS:26499,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,poinciana
Parthenocissus quinquefolia,ITIS:28602,species,ITIS:28602,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,quinquefolia,,woodbine
Asparagus,ITIS:42782,genus,ITIS:42782,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,asparagus
Cordyline australis,ITIS:810159,species,ITIS:810159,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Cordyline,australis,,cabbage tree
Dietes grandiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasylirion longissimum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raphiolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opuntia microdasys,ITIS:908159,species,ITIS:908159,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,microdasys,,NA
Pelargonium x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dietes bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassia,ITIS:25735,genus,ITIS:25735,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,cassia
Opuntia engelmannii,ITIS:912419,species,ITIS:912419,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,engelmannii,,NA
Cordia parvifolia,ITIS:31746,species,ITIS:31746,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Cordiaceae,Cordia,parvifolia,,small leaf geigertree
Echinopsis candicans,ITIS:908119,species,ITIS:908119,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,candicans,,NA
Stetsonia coryne,ITIS:908443,species,ITIS:908443,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Stetsonia,coryne,,NA
Chrysanthemum,ITIS:35791,genus,ITIS:35791,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,daisy
Iris,ITIS:43191,genus,ITIS:43191,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,iris
Iris,ITIS:666592,genus,ITIS:666592,accepted,2005-03-09,NA,NA,NA,NA,NA,NA,,,NA
Cordia,ITIS:31743,genus,ITIS:31743,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,NA
Lampranthus,ITIS:19911,genus,ITIS:19911,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,lampranthus
Geranium,ITIS:29104,genus,ITIS:29104,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,geranium
Opuntia ficus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euonymus japonicus,ITIS:894987,species,ITIS:894987,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Celastrales,Celastraceae,Euonymus,japonicus,,Japanese spindletree
